	index	Subfind_ID	t-t_merg	q	Type	mass	int_type	center
0	1	127	0.0	0.89068085	Merger	3948359700.0	100	96
1	2	164440	0.0	1.0126334	Merger	1524963600.0	100	96
2	3	238744	0.0	1.005407	Merger	1239888000.0	100	96
3	4	249905	0.0	0.14031291	Merger	685769900000.0	100	96
4	5	290046	0.0	0.10075359	Merger	600092200000.0	100	96
5	6	327913	0.0	0.1392698	Merger	18764515000.0	100	96
6	7	366477	0.0	1.0081167	Merger	9343831000.0	100	96
7	8	373399	0.0	0.40894306	Merger	203448760000.0	100	96
8	9	405904	0.0	0.57582295	Merger	2060434000.0	100	96
9	10	420893	0.0	0.68069685	Merger	628141950.0	100	96
10	11	425432	0.0	1.0000516	Merger	1289088800.0	100	96
11	12	426481	0.0	0.46081802	Merger	134958416000.0	100	96
12	13	471622	0.0	1.0297961	Merger	2316201500.0	100	96
13	14	494203	0.0	2.7933137	Merger	3712401400.0	100	96
14	15	535278	0.0	0.278116	Merger	207862030.0	100	96
15	16	606696	0.0	1.3355943	Merger	558703500.0	100	96
16	17	607737	0.0	0.47100517	Merger	167183840.0	100	96
17	18	647883	0.0	0.11655138	Merger	3438160600.0	100	96
18	19	693777	0.0	0.1985527	Merger	1010592500.0	100	96
19	20	695319	0.0	0.21820495	Merger	309570300.0	100	96
20	21	699751	0.0	0.27398524	Merger	554987600.0	100	96
21	22	731564	0.0	0.30749503	Merger	470693020.0	100	96
22	23	745340	0.0	0.115363345	Merger	156004030.0	100	96
23	24	749633	0.0	0.12480501	Merger	452181500.0	100	96
24	25	777188	0.0	0.11569637	Merger	232997420.0	100	96
25	27	161	-0.1349460356667766	0.9640164	next_progenitor	205509570.0	10	96
26	63	756155	-0.1349460356667766	0.35859716	next_progenitor	275197980.0	10	96
27	128	779671	-0.4750199256667734	0.101105556	first_progenitor	201449860.0	1	96
28	131	799761	-0.4750199256667734	0.17454936	next_progenitor	494382530.0	10	96
