Subfind_ID	t-t_merg	q	Type	mass
465	0.3308066099999998	0.6703479	Descendant	69472490.0
91711	0.3308066099999998	0.14580531	Descendant	0.0
119183	0.3308066099999998	0.82171166	Descendant	0.0
217798	0.3308066099999998	0.10236703	Descendant	0.0
314361	0.3308066099999998	0.84860104	Descendant	0.0
321989	0.3308066099999998	0.12823567	Descendant	0.0
362593	0.3308066099999998	0.1425518	Descendant	124750.17
383018	0.3308066099999998	0.66523224	Descendant	0.0
401103	0.3308066099999998	1.6324191	Descendant	0.0
422477	0.3308066099999998	0.10454389	Descendant	0.0
467197	0.3308066099999998	0.3277651	Descendant	0.0
530680	0.3308066099999998	0.16544062	Descendant	0.0
539627	0.3308066099999998	1.9918603	Descendant	0.0
541200	0.3308066099999998	0.93775976	Descendant	0.0
543939	0.3308066099999998	0.27219394	Descendant	0.0
546477	0.3308066099999998	0.1599415	Descendant	0.0
550050	0.3308066099999998	1.220855	Descendant	0.0
555506	0.3308066099999998	0.25134736	Descendant	0.0
574480	0.3308066099999998	0.16153316	Descendant	3230076200.0
581087	0.3308066099999998	0.15406926	Descendant	0.0
585242	0.3308066099999998	0.1834351	Descendant	0.0
593721	0.3308066099999998	0.25768942	Descendant	0.0
604925	0.3308066099999998	1.3698132	Descendant	0.0
605824	0.3308066099999998	0.11875247	Descendant	0.0
612922	0.3308066099999998	0.21501681	Descendant	0.0
626207	0.3308066099999998	0.15999238	Descendant	0.0
630069	0.3308066099999998	2.4460948	Descendant	0.0
630171	0.3308066099999998	0.28773382	Descendant	0.0
640165	0.3308066099999998	0.16979457	Descendant	0.0
646895	0.3308066099999998	0.18414646	Descendant	124546.8
657930	0.3308066099999998	0.107803605	Descendant	0.0
658103	0.3308066099999998	0.16037233	Descendant	2877911.2
663578	0.3308066099999998	0.106442615	Descendant	0.0
668189	0.3308066099999998	0.10332661	Descendant	0.0
672235	0.3308066099999998	0.15602726	Descendant	0.0
675211	0.3308066099999998	0.5061629	Descendant	0.0
681202	0.3308066099999998	0.19013017	Descendant	0.0
685545	0.3308066099999998	0.69512767	Descendant	0.0
